VALUE,ZONE_NAME,ESP_Name,ESP_LF,ESPLF_Name,ZONE_NAME_ENC,ESP_Name_ENC,ESPLF_Name_ENC
269,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,0,Undetermined,43,233,1
270,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,1,Sparsely Vegetated,43,233,0
271,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,2,Upland Herb,43,233,3
272,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,3,Upland Shrub,43,233,4
273,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,4,Upland Woodland,43,233,5
274,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,5,Upland Forest,43,233,2
275,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,6,Wetland Shrub-Herb,43,233,9
276,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,7,Wetland Forest,43,233,6
277,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,8,Wetland Shrub,43,233,8
278,Northern Cascades,Inter-Mountain Basins Big Sagebrush Steppe,9,Wetland Herb,43,233,7
279,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,0,Undetermined,43,240,1
280,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,1,Sparsely Vegetated,43,240,0
281,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,2,Upland Herb,43,240,3
282,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,3,Upland Shrub,43,240,4
283,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,4,Upland Woodland,43,240,5
284,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,5,Upland Forest,43,240,2
285,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,6,Wetland Shrub-Herb,43,240,9
286,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,7,Wetland Forest,43,240,6
287,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,8,Wetland Shrub,43,240,8
288,Northern Cascades,Inter-Mountain Basins Montane Sagebrush Steppe,9,Wetland Herb,43,240,7
289,Northern Cascades,Inter-Mountain Basins Semi-Desert Shrub-Steppe,1,Sparsely Vegetated,43,242,0
290,Northern Cascades,Inter-Mountain Basins Semi-Desert Shrub-Steppe,2,Upland Herb,43,242,3
291,Northern Cascades,Inter-Mountain Basins Semi-Desert Shrub-Steppe,3,Upland Shrub,43,242,4
292,Northern Cascades,North Pacific Montane Grassland,0,Undetermined,43,301,1
293,Northern Cascades,North Pacific Montane Grassland,1,Sparsely Vegetated,43,301,0
294,Northern Cascades,North Pacific Montane Grassland,2,Upland Herb,43,301,3
295,Northern Cascades,North Pacific Montane Grassland,3,Upland Shrub,43,301,4
296,Northern Cascades,North Pacific Montane Grassland,4,Upland Woodland,43,301,5
297,Northern Cascades,North Pacific Montane Grassland,5,Upland Forest,43,301,2
298,Northern Cascades,North Pacific Montane Grassland,6,Wetland Shrub-Herb,43,301,9
299,Northern Cascades,North Pacific Montane Grassland,7,Wetland Forest,43,301,6
300,Northern Cascades,North Pacific Montane Grassland,8,Wetland Shrub,43,301,8
301,Northern Cascades,North Pacific Montane Grassland,9,Wetland Herb,43,301,7
302,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,0,Undetermined,43,332,1
303,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,1,Sparsely Vegetated,43,332,0
304,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,2,Upland Herb,43,332,3
305,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,3,Upland Shrub,43,332,4
306,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,4,Upland Woodland,43,332,5
307,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,5,Upland Forest,43,332,2
308,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,6,Wetland Shrub-Herb,43,332,9
309,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,7,Wetland Forest,43,332,6
310,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,8,Wetland Shrub,43,332,8
311,Northern Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,9,Wetland Herb,43,332,7
312,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,0,Undetermined,43,239,1
313,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,1,Sparsely Vegetated,43,239,0
314,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,2,Upland Herb,43,239,3
315,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,3,Upland Shrub,43,239,4
316,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,4,Upland Woodland,43,239,5
317,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,5,Upland Forest,43,239,2
318,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,6,Wetland Shrub-Herb,43,239,9
319,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,7,Wetland Forest,43,239,6
320,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,8,Wetland Shrub,43,239,8
321,Northern Cascades,Inter-Mountain Basins Montane Riparian Systems,9,Wetland Herb,43,239,7
322,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,0,Undetermined,43,295,1
323,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,1,Sparsely Vegetated,43,295,0
324,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,2,Upland Herb,43,295,3
325,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,3,Upland Shrub,43,295,4
326,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,4,Upland Woodland,43,295,5
327,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,5,Upland Forest,43,295,2
328,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,6,Wetland Shrub-Herb,43,295,9
329,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,7,Wetland Forest,43,295,6
330,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,8,Wetland Shrub,43,295,8
331,Northern Cascades,North Pacific Lowland Riparian Forest and Shrubland,9,Wetland Herb,43,295,7
332,Northern Cascades,North Pacific Swamp Systems,0,Undetermined,43,308,1
333,Northern Cascades,North Pacific Swamp Systems,1,Sparsely Vegetated,43,308,0
334,Northern Cascades,North Pacific Swamp Systems,2,Upland Herb,43,308,3
335,Northern Cascades,North Pacific Swamp Systems,4,Upland Woodland,43,308,5
336,Northern Cascades,North Pacific Swamp Systems,5,Upland Forest,43,308,2
337,Northern Cascades,North Pacific Swamp Systems,6,Wetland Shrub-Herb,43,308,9
338,Northern Cascades,North Pacific Swamp Systems,7,Wetland Forest,43,308,6
339,Northern Cascades,North Pacific Swamp Systems,8,Wetland Shrub,43,308,8
340,Northern Cascades,North Pacific Swamp Systems,9,Wetland Herb,43,308,7
341,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,0,Undetermined,43,302,1
342,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,1,Sparsely Vegetated,43,302,0
343,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,2,Upland Herb,43,302,3
344,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,3,Upland Shrub,43,302,4
345,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,4,Upland Woodland,43,302,5
346,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,5,Upland Forest,43,302,2
347,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,6,Wetland Shrub-Herb,43,302,9
348,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,7,Wetland Forest,43,302,6
349,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,8,Wetland Shrub,43,302,8
350,Northern Cascades,North Pacific Montane Riparian Woodland and Shrubland,9,Wetland Herb,43,302,7
351,Northern Cascades,Rocky Mountain Montane Riparian Systems,3,Upland Shrub,43,367,4
352,Northern Cascades,Rocky Mountain Montane Riparian Systems,4,Upland Woodland,43,367,5
353,Northern Cascades,Rocky Mountain Montane Riparian Systems,5,Upland Forest,43,367,2
354,Northern Cascades,Rocky Mountain Subalpine/Upper Montane Riparian Systems,3,Upland Shrub,43,373,4
355,Northern Cascades,Rocky Mountain Subalpine/Upper Montane Riparian Systems,4,Upland Woodland,43,373,5
356,Northern Cascades,Rocky Mountain Subalpine/Upper Montane Riparian Systems,5,Upland Forest,43,373,2
357,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,0,Undetermined,43,331,1
358,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,1,Sparsely Vegetated,43,331,0
359,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,2,Upland Herb,43,331,3
360,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,3,Upland Shrub,43,331,4
361,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,4,Upland Woodland,43,331,5
362,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,5,Upland Forest,43,331,2
363,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,6,Wetland Shrub-Herb,43,331,9
364,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,7,Wetland Forest,43,331,6
365,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,8,Wetland Shrub,43,331,8
366,Northern Cascades,Northern Rocky Mountain Foothill Conifer Wooded Steppe,9,Wetland Herb,43,331,7
367,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,0,Undetermined,43,368,1
368,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,1,Sparsely Vegetated,43,368,0
369,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,2,Upland Herb,43,368,3
370,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,3,Upland Shrub,43,368,4
371,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,4,Upland Woodland,43,368,5
372,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,5,Upland Forest,43,368,2
373,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,7,Wetland Forest,43,368,6
374,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,8,Wetland Shrub,43,368,8
375,Northern Cascades,Rocky Mountain Poor-Site Lodgepole Pine Forest,9,Wetland Herb,43,368,7
376,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,0,Undetermined,43,287,1
377,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,1,Sparsely Vegetated,43,287,0
378,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,2,Upland Herb,43,287,3
379,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,3,Upland Shrub,43,287,4
380,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,4,Upland Woodland,43,287,5
381,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,5,Upland Forest,43,287,2
382,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,6,Wetland Shrub-Herb,43,287,9
383,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,8,Wetland Shrub,43,287,8
384,Northern Cascades,North Pacific Alpine and Subalpine Dry Grassland,9,Wetland Herb,43,287,7
385,Northern Cascades,North Pacific Wooded Volcanic Flowage,0,Undetermined,43,309,1
386,Northern Cascades,North Pacific Wooded Volcanic Flowage,1,Sparsely Vegetated,43,309,0
387,Northern Cascades,North Pacific Wooded Volcanic Flowage,4,Upland Woodland,43,309,5
388,Northern Cascades,North Pacific Wooded Volcanic Flowage,5,Upland Forest,43,309,2
389,Northern Cascades,North Pacific Wooded Volcanic Flowage,6,Wetland Shrub-Herb,43,309,9
390,Northern Cascades,North Pacific Wooded Volcanic Flowage,7,Wetland Forest,43,309,6
391,Northern Cascades,North Pacific Wooded Volcanic Flowage,8,Wetland Shrub,43,309,8
392,Northern Cascades,North Pacific Wooded Volcanic Flowage,9,Wetland Herb,43,309,7
393,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,0,Undetermined,43,292,1
394,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,1,Sparsely Vegetated,43,292,0
395,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,2,Upland Herb,43,292,3
396,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,3,Upland Shrub,43,292,4
397,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,4,Upland Woodland,43,292,5
398,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,5,Upland Forest,43,292,2
399,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,6,Wetland Shrub-Herb,43,292,9
400,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,7,Wetland Forest,43,292,6
401,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,8,Wetland Shrub,43,292,8
402,Northern Cascades,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,9,Wetland Herb,43,292,7
403,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,0,Undetermined,43,294,1
404,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,1,Sparsely Vegetated,43,294,0
405,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,2,Upland Herb,43,294,3
547,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,3,Upland Shrub,43,294,4
548,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,4,Upland Woodland,43,294,5
549,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,5,Upland Forest,43,294,2
550,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,6,Wetland Shrub-Herb,43,294,9
551,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,7,Wetland Forest,43,294,6
552,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,8,Wetland Shrub,43,294,8
553,Northern Cascades,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,9,Wetland Herb,43,294,7
406,Oregon Coastal Range,Barren-Rock/Sand/Clay,8,Wetland Shrub,50,98,8
407,Oregon Coastal Range,Barren-Rock/Sand/Clay,9,Wetland Herb,50,98,7
408,Oregon Coastal Range,North Pacific Oak Woodland,0,Undetermined,50,305,1
409,Oregon Coastal Range,North Pacific Oak Woodland,1,Sparsely Vegetated,50,305,0
410,Oregon Coastal Range,North Pacific Oak Woodland,2,Upland Herb,50,305,3
411,Oregon Coastal Range,North Pacific Oak Woodland,3,Upland Shrub,50,305,4
412,Oregon Coastal Range,North Pacific Oak Woodland,4,Upland Woodland,50,305,5
413,Oregon Coastal Range,North Pacific Oak Woodland,5,Upland Forest,50,305,2
414,Oregon Coastal Range,North Pacific Oak Woodland,6,Wetland Shrub-Herb,50,305,9
415,Oregon Coastal Range,North Pacific Oak Woodland,7,Wetland Forest,50,305,6
416,Oregon Coastal Range,North Pacific Oak Woodland,8,Wetland Shrub,50,305,8
417,Oregon Coastal Range,North Pacific Oak Woodland,9,Wetland Herb,50,305,7
418,Oregon Coastal Range,California Coastal Redwood Forest,0,Undetermined,50,109,1
419,Oregon Coastal Range,California Coastal Redwood Forest,1,Sparsely Vegetated,50,109,0
420,Oregon Coastal Range,California Coastal Redwood Forest,2,Upland Herb,50,109,3
421,Oregon Coastal Range,California Coastal Redwood Forest,3,Upland Shrub,50,109,4
422,Oregon Coastal Range,California Coastal Redwood Forest,4,Upland Woodland,50,109,5
423,Oregon Coastal Range,California Coastal Redwood Forest,5,Upland Forest,50,109,2
424,Oregon Coastal Range,California Coastal Redwood Forest,6,Wetland Shrub-Herb,50,109,9
425,Oregon Coastal Range,California Coastal Redwood Forest,7,Wetland Forest,50,109,6
426,Oregon Coastal Range,California Coastal Redwood Forest,8,Wetland Shrub,50,109,8
427,Oregon Coastal Range,California Coastal Redwood Forest,9,Wetland Herb,50,109,7
428,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,0,Undetermined,50,245,1
429,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,1,Sparsely Vegetated,50,245,0
430,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,2,Upland Herb,50,245,3
431,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,3,Upland Shrub,50,245,4
432,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,4,Upland Woodland,50,245,5
433,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,5,Upland Forest,50,245,2
434,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,7,Wetland Forest,50,245,6
435,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,8,Wetland Shrub,50,245,8
436,Oregon Coastal Range,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,9,Wetland Herb,50,245,7
437,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,0,Undetermined,50,246,1
438,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,1,Sparsely Vegetated,50,246,0
439,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,2,Upland Herb,50,246,3
440,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,3,Upland Shrub,50,246,4
441,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,4,Upland Woodland,50,246,5
442,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,5,Upland Forest,50,246,2
443,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,7,Wetland Forest,50,246,6
444,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,8,Wetland Shrub,50,246,8
445,Oregon Coastal Range,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,9,Wetland Herb,50,246,7
446,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,0,Undetermined,50,268,1
447,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,1,Sparsely Vegetated,50,268,0
448,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,2,Upland Herb,50,268,3
449,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,3,Upland Shrub,50,268,4
450,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,4,Upland Woodland,50,268,5
451,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,5,Upland Forest,50,268,2
452,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,6,Wetland Shrub-Herb,50,268,9
453,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,7,Wetland Forest,50,268,6
454,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,8,Wetland Shrub,50,268,8
455,Oregon Coastal Range,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,9,Wetland Herb,50,268,7
